orderdate,revenue,productline,customername,city,country,month
2004-11-17,4753.76,Classic Cars,"AV Stores, Co.",Manchester,UK,2004-11
2004-11-17,3505.95,Classic Cars,"AV Stores, Co.",Manchester,UK,2004-11
2004-11-17,2921.13,Classic Cars,"AV Stores, Co.",Manchester,UK,2004-11
2004-11-17,1413.27,Vintage Cars,"AV Stores, Co.",Manchester,UK,2004-11
2004-11-18,4903.08,Classic Cars,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-18,4014.12,Trucks and Buses,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-18,3214.36,Trucks and Buses,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-18,2952.13,Vintage Cars,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-18,4381.04,Vintage Cars,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-18,1014.24,Vintage Cars,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-18,3722.16,Vintage Cars,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-18,2047.6499999999999,Trucks and Buses,Mini Wheels Co.,San Francisco,USA,2004-11
2004-11-19,1085.0400000000002,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-11
2004-11-19,3390.2,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-11
2004-11-19,1991.2,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-11
2004-11-20,5828.79,Classic Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,4188.03,Classic Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,6952.12,Classic Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,3647.62,Trucks and Buses,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,7541.59,Classic Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,6490.5599999999995,Vintage Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,2117.64,Trains,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,2236.95,Classic Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,3520.0499999999997,Classic Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,1829.93,Trains,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,2529.08,Trucks and Buses,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-20,4327.219999999999,Classic Cars,"La Corne D'abondance, Co.",Paris,France,2004-11
2004-11-21,3297.9999999999995,Classic Cars,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,5067.0,Classic Cars,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,2214.44,Vintage Cars,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,3456.8,Ships,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,1144.08,Trains,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,2650.32,Ships,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,2608.34,Ships,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,3003.12,Ships,Classic Legends Inc.,NYC,USA,2004-11
2004-11-21,2063.88,Ships,Classic Legends Inc.,NYC,USA,2004-11
2004-11-22,5624.79,Planes,Royale Belge,Charleroi,Belgium,2004-11
2004-11-22,2264.08,Ships,Royale Belge,Charleroi,Belgium,2004-11
2004-11-22,4192.65,Vintage Cars,Royale Belge,Charleroi,Belgium,2004-11
2004-11-23,4710.0,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,6948.629999999999,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,2144.0699999999997,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,1453.8,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,2616.84,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,2228.94,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,3730.0999999999995,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,4040.2999999999997,Vintage Cars,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,1677.94,Vintage Cars,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,3064.3199999999997,Vintage Cars,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,2579.4,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,1173.48,Ships,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,4779.5,Ships,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,3108.0,Ships,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,3331.5,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-23,1340.82,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,2004-11
2004-11-24,3435.3,Motorcycles,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,2550.4,Planes,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,5273.95,Motorcycles,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,2628.99,Vintage Cars,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,1483.6000000000001,Vintage Cars,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,2219.7,Planes,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,4497.349999999999,Planes,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,2855.92,Planes,Enaco Distributors,Barcelona,Spain,2004-11
2004-11-24,3453.02,Motorcycles,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,8667.9,Classic Cars,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,6627.5,Motorcycles,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,4909.08,Classic Cars,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,2786.7599999999998,Classic Cars,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,6017.0,Classic Cars,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,2016.96,Motorcycles,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,2973.8300000000004,Motorcycles,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,2968.18,Motorcycles,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,2393.6000000000004,Planes,Salzburg Collectables,Salzburg,Austria,2004-11
2004-11-24,4755.6,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,3472.7,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,2534.84,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,5029.5,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,1909.75,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,7518.499999999999,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,1503.32,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,4749.62,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,1193.01,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,2880.48,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,4718.28,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-24,3942.36,Classic Cars,Reims Collectables,Reims,France,2004-11
2004-11-24,2970.0,Classic Cars,Reims Collectables,Reims,France,2004-11
2004-11-24,5594.6,Classic Cars,Reims Collectables,Reims,France,2004-11
2004-11-24,1209.06,Classic Cars,Reims Collectables,Reims,France,2004-11
2004-11-24,2304.0,Classic Cars,Reims Collectables,Reims,France,2004-11
2004-11-24,1084.8899999999999,Motorcycles,Reims Collectables,Reims,France,2004-11
2004-11-25,7573.500000000001,Vintage Cars,Marseille Mini Autos,Marseille,France,2004-11
2004-11-25,1961.6,Vintage Cars,Marseille Mini Autos,Marseille,France,2004-11
2004-11-25,3546.9,Vintage Cars,Marseille Mini Autos,Marseille,France,2004-11
2004-11-25,1700.79,Vintage Cars,Marseille Mini Autos,Marseille,France,2004-11
2004-11-25,1778.92,Classic Cars,Marseille Mini Autos,Marseille,France,2004-11
2004-11-25,1769.0,Classic Cars,Marseille Mini Autos,Marseille,France,2004-11
2004-11-25,557.6,Vintage Cars,Marseille Mini Autos,Marseille,France,2004-11
2004-11-25,1676.1399999999999,Vintage Cars,Atelier graphique,Nantes,France,2004-11
2004-11-29,3711.12,Vintage Cars,Signal Gift Stores,Las Vegas,USA,2004-11
2004-11-29,2181.0,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-11
2004-11-29,2818.56,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-11
2004-11-29,1931.28,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-11
2004-11-29,2700.62,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-11
2004-11-29,848.54,Vintage Cars,Signal Gift Stores,Las Vegas,USA,2004-11
2004-11-29,5657.400000000001,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,3590.19,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,3844.5299999999997,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,4753.14,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,973.56,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,2552.5,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,2870.49,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,4036.32,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,2060.06,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,4288.5,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,2192.58,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-29,5176.35,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,2004-11
2004-11-01,9974.400000000001,Classic Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-11-01,5751.39,Classic Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-11-01,1269.3300000000002,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-11-01,3971.58,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-11-01,3228.42,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-11-01,3802.26,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-11-01,1943.7,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-11-01,3204.48,Classic Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,2004-11
2004-12-01,4318.599999999999,Classic Cars,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,5517.6,Trucks and Buses,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,5413.099999999999,Classic Cars,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,4477.16,Trucks and Buses,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,7884.48,Classic Cars,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,4785.5,Classic Cars,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,2413.92,Classic Cars,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,1132.92,Classic Cars,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,2557.1400000000003,Classic Cars,Muscle Machine Inc,NYC,USA,2004-12
2004-12-01,1464.2099999999998,Trucks and Buses,Muscle Machine Inc,NYC,USA,2004-12
2004-12-02,2864.16,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,3624.9,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,5949.68,Vintage Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,3886.3900000000003,Trains,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,2106.6,Vintage Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,3342.54,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,2602.2,Vintage Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,1928.7500000000002,Vintage Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,1661.0400000000002,Trains,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,3229.5800000000004,Trucks and Buses,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,2500.08,Trains,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,2576.0,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,2134.16,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,1991.43,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,2701.65,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,2433.0,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-02,961.0,Ships,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-03,5596.5,Planes,"Stylish Desk Decors, Co.",London,UK,2004-12
2004-12-03,2096.2,Vintage Cars,"Stylish Desk Decors, Co.",London,UK,2004-12
2004-12-03,1610.0000000000002,Planes,"Stylish Desk Decors, Co.",London,UK,2004-12
2004-12-03,2048.96,Vintage Cars,"Stylish Desk Decors, Co.",London,UK,2004-12
2004-12-03,2320.16,Planes,"Stylish Desk Decors, Co.",London,UK,2004-12
2004-12-03,1727.9899999999998,Ships,Auto-Moto Classics Inc.,Brickhaven,USA,2004-12
2004-12-03,4299.75,Planes,Auto-Moto Classics Inc.,Brickhaven,USA,2004-12
2004-12-03,1368.1799999999998,Planes,Auto-Moto Classics Inc.,Brickhaven,USA,2004-12
2004-12-03,2262.82,Planes,Auto-Moto Classics Inc.,Brickhaven,USA,2004-12
2004-12-04,1938.8700000000001,Planes,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,3002.44,Planes,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,2434.25,Planes,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,3997.4,Motorcycles,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,2724.0,Vintage Cars,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,1431.2,Vintage Cars,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,2849.7299999999996,Planes,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,4727.04,Planes,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,3199.2000000000003,Planes,Gift Ideas Corp.,Glendale,USA,2004-12
2004-12-04,3537.24,Motorcycles,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,1903.0,Motorcycles,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,7483.139999999999,Motorcycles,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,4885.599999999999,Classic Cars,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,4955.3,Motorcycles,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,2860.8500000000004,Classic Cars,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,1762.03,Classic Cars,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,2805.3199999999997,Classic Cars,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,1600.8300000000002,Classic Cars,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,1373.68,Motorcycles,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,2489.4,Classic Cars,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,2035.32,Motorcycles,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-04,1748.88,Motorcycles,"Down Under Souveniers, Inc",Auckland  ,New Zealand,2004-12
2004-12-07,2704.57,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,1869.3,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,3124.75,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,2300.1,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,1345.68,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,2667.2799999999997,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,4403.84,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,2105.04,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,1253.6200000000001,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-07,3755.6,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-09,5173.33,Classic Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,4109.5,Vintage Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,984.5,Vintage Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,3533.4900000000002,Classic Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,3096.9100000000003,Vintage Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,4758.9,Vintage Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,1529.28,Vintage Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,1094.86,Vintage Cars,Lyon Souveniers,Paris,France,2004-12
2004-12-09,2030.86,Motorcycles,Lyon Souveniers,Paris,France,2004-12
2004-12-10,6377.6,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,5844.5599999999995,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,5357.66,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,4368.0,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,2416.9500000000003,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,3738.38,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,2907.6600000000003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,4607.68,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,2108.25,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,2949.52,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-12
2004-12-10,6366.570000000001,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,4131.12,Trucks and Buses,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,2849.0,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,1988.1999999999998,Trucks and Buses,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,4389.44,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,2944.25,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,1388.7,Vintage Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,2467.08,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,5239.39,Trucks and Buses,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,1209.2400000000002,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,3633.42,Vintage Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,3396.0299999999997,Trucks and Buses,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,1861.56,Trucks and Buses,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-10,2321.46,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-12
2004-12-15,5875.200000000001,Classic Cars,Reims Collectables,Reims,France,2004-12
2004-12-15,7593.179999999999,Classic Cars,Reims Collectables,Reims,France,2004-12
2004-12-15,7969.36,Classic Cars,Reims Collectables,Reims,France,2004-12
2004-12-15,2394.04,Classic Cars,Reims Collectables,Reims,France,2004-12
2004-12-15,1636.2,Trucks and Buses,Reims Collectables,Reims,France,2004-12
2004-12-15,1367.08,Trains,Reims Collectables,Reims,France,2004-12
2004-12-15,4579.3,Trucks and Buses,Reims Collectables,Reims,France,2004-12
2004-12-15,1186.25,Trains,Reims Collectables,Reims,France,2004-12
2004-12-16,6307.5,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2805.63,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,3284.4,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,3564.9700000000003,Vintage Cars,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2748.9100000000003,Trains,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,4065.6,Vintage Cars,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,3054.4,Vintage Cars,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2335.08,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,3123.87,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2719.01,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2549.16,Vintage Cars,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,1734.26,Vintage Cars,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2069.44,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2251.86,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2103.3,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2909.9,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,2863.16,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-16,1675.55,Ships,Kelly's Gift Shop,Auckland  ,New Zealand,2004-12
2004-12-17,1856.6,Motorcycles,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,2968.6800000000003,Motorcycles,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,2123.64,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,1596.92,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,1720.75,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,2764.0899999999997,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,1180.74,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,1772.0,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,2063.7599999999998,Ships,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,2385.24,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,4750.68,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,3379.2,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,2176.65,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2004-12-17,1096.41,Planes,Souveniers And Things Co.,Chatswood,Australia,2004-12
2005-01-05,4004.8799999999997,Motorcycles,Technics Stores Inc.,Burlingame,USA,2005-01
2005-01-05,2882.8799999999997,Motorcycles,Technics Stores Inc.,Burlingame,USA,2005-01
2005-01-05,1239.9299999999998,Motorcycles,Technics Stores Inc.,Burlingame,USA,2005-01
2005-01-05,4564.5,Motorcycles,Technics Stores Inc.,Burlingame,USA,2005-01
2005-01-06,5971.349999999999,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,3633.58,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,2333.42,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,4767.44,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,1355.2,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,3180.9,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,2998.56,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,1671.04,Motorcycles,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,3458.0,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,1471.68,Motorcycles,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,2412.3,Motorcycles,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,1093.05,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,3526.25,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,3267.5699999999997,Classic Cars,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,4645.0,Motorcycles,Suominen Souveniers,Espoo,Finland,2005-01
2005-01-06,1834.56,Motorcycles,Marseille Mini Autos,Marseille,France,2005-01
2005-01-07,3481.8,Classic Cars,Mini Creations Ltd.,New Bedford,USA,2005-01
2005-01-07,1818.52,Motorcycles,Mini Creations Ltd.,New Bedford,USA,2005-01
2005-01-07,3006.96,Motorcycles,Mini Creations Ltd.,New Bedford,USA,2005-01
2005-01-10,3966.1000000000004,Classic Cars,Royale Belge,Charleroi,Belgium,2005-01
2005-01-10,5174.4,Classic Cars,Royale Belge,Charleroi,Belgium,2005-01
2005-01-10,5239.4,Classic Cars,Royale Belge,Charleroi,Belgium,2005-01
2005-01-12,5182.73,Classic Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,5346.5,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,2261.25,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,3363.9300000000003,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,4481.92,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,6043.94,Classic Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,3324.33,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,2947.56,Classic Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,1527.96,Classic Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,1911.7800000000002,Classic Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,679.42,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
2005-01-12,1204.28,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,2005-01
